condition,drugName,rating,usefulCount
Birth Control,Mononessa,9,7
"Diabetes, Type 2",Byetta,9,28
Depression,Pristiq,9,20
Birth Control,Ethinyl estradiol / levonorgestrel,5,1
"Diabetes, Type 2",Byetta,8,47
Birth Control,Levonorgestrel,1,12
Depression,Deplin,1,62
Birth Control,TriNessa,1,3
Birth Control,Lo Loestrin Fe,1,2
Birth Control,Nexplanon,5,7
Birth Control,Ethinyl estradiol / norethindrone,2,7
High Blood Pressure,Propranolol,10,5
Birth Control,Ethinyl estradiol / levonorgestrel,6,16
Birth Control,Nexplanon,5,1
High Blood Pressure,Losartan,9,51
Birth Control,Zarah,6,0
Birth Control,Cryselle,1,1
Depression,Seroquel,8,20
High Blood Pressure,Amlodipine,2,79
Birth Control,Ethinyl estradiol / norgestimate,10,13
Birth Control,Ortho Tri-Cyclen Lo,4,17
Birth Control,Implanon,8,3
Birth Control,Levonorgestrel,4,2
Depression,Wellbutrin SR,5,23
Birth Control,Nexplanon,8,8
Birth Control,Etonogestrel,4,6
"Diabetes, Type 2",Insulin degludec,1,9
Birth Control,Ethinyl estradiol / norgestimate,9,14
Birth Control,Drospirenone / ethinyl estradiol,9,7
Depression,Citalopram,1,6
Depression,Duloxetine,10,220
Depression,Abilify,3,48
Birth Control,Lo Loestrin Fe,3,14
Birth Control,Ethinyl estradiol / norethindrone,1,9
Birth Control,Levonorgestrel,7,0
"Diabetes, Type 2",Insulin glargine,10,20
Depression,Effexor,4,12
Birth Control,Copper,3,3
Depression,Vortioxetine,8,59
Birth Control,Ethinyl estradiol / norethindrone,1,7
Depression,Wellbutrin SR,9,31
Birth Control,Generess Fe,10,3
Birth Control,Liletta,8,1
Birth Control,Depo-Provera,1,9
Depression,Mirtazapine,10,21
Birth Control,Ethinyl estradiol / etonogestrel,9,15
Birth Control,Ethinyl estradiol / norethindrone,9,6
Birth Control,Kyleena,9,1
Birth Control,Levonorgestrel,10,4
High Blood Pressure,Atenolol,8,54
High Blood Pressure,Bystolic,9,85
Birth Control,Microgestin Fe 1 / 20,9,2
Depression,Alprazolam,9,15
Birth Control,Ethinyl estradiol / etonogestrel,8,10
Birth Control,Medroxyprogesterone,1,3
Birth Control,Ortho Tri-Cyclen,6,29
Birth Control,Ethinyl estradiol / norgestimate,2,3
Birth Control,Medroxyprogesterone,10,4
Depression,Tramadol,10,37
Depression,Bupropion,9,24
Birth Control,Depo-Provera,10,12
Birth Control,Ethinyl estradiol / norethindrone,10,7
Birth Control,Implanon,4,8
Birth Control,Copper,10,3
Birth Control,Ethinyl estradiol / norgestimate,10,26
Depression,Wellbutrin,9,34
Depression,Celexa,9,60
"Diabetes, Type 2",Glimepiride,10,31
Birth Control,Microgestin Fe 1 / 20,2,4
Birth Control,Etonogestrel,3,0
Birth Control,Etonogestrel,8,5
High Blood Pressure,Benicar,4,18
High Blood Pressure,Nebivolol,10,25
Depression,Desvenlafaxine,8,9
Birth Control,Junel Fe 1 / 20,10,24
Birth Control,Etonogestrel,5,0
High Blood Pressure,Metoprolol,4,9
High Blood Pressure,Norvasc,1,90
Depression,Escitalopram,8,13
Birth Control,Medroxyprogesterone,9,4
Birth Control,Ethinyl estradiol / norethindrone,9,0
Birth Control,Implanon,10,0
Birth Control,Levonorgestrel,10,7
Birth Control,Implanon,5,1
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,8,9
"Diabetes, Type 2",Exenatide,5,2
"Diabetes, Type 2",Invokana,10,6
Birth Control,TriNessa,1,4
Birth Control,Drospirenone / ethinyl estradiol,3,1
Birth Control,Gildess Fe 1 / 20,1,12
Birth Control,Sronyx,6,5
Birth Control,Ethinyl estradiol / levonorgestrel,1,9
High Blood Pressure,Atenolol,7,16
Birth Control,TriNessa,7,1
Birth Control,Ethinyl estradiol / norgestimate,2,1
Birth Control,Ethinyl estradiol / norgestrel,7,0
Depression,St. john's wort,3,41
Birth Control,Implanon,5,6
Depression,Pristiq,10,44
Birth Control,Apri,10,18
Depression,Pristiq,3,9
High Blood Pressure,Nifedipine,8,21
Birth Control,Levonorgestrel,10,4
Birth Control,Lo Loestrin Fe,8,1
Birth Control,Levonorgestrel,10,4
Birth Control,Liletta,9,3
Depression,Venlafaxine,2,24
Birth Control,Levonorgestrel,7,3
Birth Control,Copper,1,5
Birth Control,Etonogestrel,9,2
Birth Control,Ethinyl estradiol / norgestimate,3,1
Birth Control,Implanon,5,1
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,1,3
Birth Control,Etonogestrel,3,13
Birth Control,Ethinyl estradiol / norgestimate,1,2
Birth Control,Ethinyl estradiol / norethindrone,5,2
Birth Control,Lo Loestrin Fe,10,2
Birth Control,Drospirenone / ethinyl estradiol,3,4
Depression,Olanzapine,1,31
Birth Control,Aviane,8,3
"Diabetes, Type 2",Byetta,7,13
Depression,Citalopram,3,22
Birth Control,Ethinyl estradiol / norethindrone,5,3
Birth Control,Microgestin Fe 1 / 20,5,12
Depression,Venlafaxine,8,8
Birth Control,Loestrin 24 Fe,7,1
Birth Control,Ethinyl estradiol / norgestimate,1,0
Depression,Duloxetine,5,10
Birth Control,Levonorgestrel,9,18
Birth Control,Orsythia,1,5
Birth Control,Implanon,7,3
Birth Control,Nexplanon,4,2
"Diabetes, Type 2",Jardiance,10,29
Depression,Escitalopram,7,167
High Blood Pressure,Bystolic,9,49
Birth Control,Ethinyl estradiol / etonogestrel,10,6
Birth Control,Medroxyprogesterone,8,2
"Diabetes, Type 2",Trulicity,5,19
Birth Control,Ethinyl estradiol / norgestimate,1,50
Birth Control,Etonogestrel,10,4
Birth Control,Etonogestrel,10,2
Depression,Effexor,6,40
Birth Control,Ethinyl estradiol / norgestimate,10,5
Birth Control,Implanon,4,2
Birth Control,Levonorgestrel,7,10
Birth Control,Ethinyl estradiol / norethindrone,10,5
High Blood Pressure,Amlodipine,4,33
Birth Control,Ethinyl estradiol / norelgestromin,4,2
Birth Control,Ethinyl estradiol / norethindrone,1,8
Birth Control,Levonorgestrel,4,6
Birth Control,Chateal,4,1
Birth Control,Norethindrone,8,6
Birth Control,Drospirenone / ethinyl estradiol,1,10
Depression,Sertraline,9,21
Birth Control,Etonogestrel,5,4
Depression,Wellbutrin XL,5,14
Depression,Seroquel,9,24
Birth Control,Ortho Evra,10,13
Birth Control,ParaGard,8,6
Depression,Cymbalta,4,6
Birth Control,Ethinyl estradiol / levonorgestrel,10,4
Birth Control,Altavera,7,2
Birth Control,Ethinyl estradiol / norethindrone,3,7
Birth Control,Sprintec,5,2
Depression,Levomilnacipran,10,4
Birth Control,Implanon,3,0
Depression,Wellbutrin,6,33
Birth Control,Etonogestrel,2,3
Depression,Escitalopram,10,51
Birth Control,Lo Loestrin Fe,7,2
Birth Control,Skyla,10,0
Birth Control,NuvaRing,5,1
Birth Control,NuvaRing,5,10
Birth Control,Mirena,10,4
Birth Control,Etonogestrel,3,0
Birth Control,Ortho Evra,1,9
Depression,Bupropion,5,149
Depression,Wellbutrin,1,16
Depression,Vortioxetine,3,10
Depression,Zoloft,9,38
Birth Control,Apri,1,1
Birth Control,Gianvi,8,5
Birth Control,Portia,10,12
Birth Control,Lo Loestrin Fe,9,13
Depression,Duloxetine,1,30
Birth Control,Ethinyl estradiol / etonogestrel,9,14
High Blood Pressure,Atacand,2,54
Birth Control,Minastrin 24 Fe,1,4
Birth Control,Depo-Provera,5,3
Birth Control,Mirena,10,5
Birth Control,Quasense,3,0
Depression,Escitalopram,2,11
Depression,Wellbutrin XL,1,23
Birth Control,Etonogestrel,9,37
Birth Control,Levonorgestrel,10,6
Birth Control,Etonogestrel,2,3
Birth Control,Ethinyl estradiol / levonorgestrel,10,5
Birth Control,Norethindrone,1,7
Depression,Cymbalta,10,30
Depression,Levomilnacipran,1,16
Depression,Venlafaxine,10,31
Birth Control,Aviane,3,5
Birth Control,Lomedia 24 Fe,5,0
Birth Control,Etonogestrel,7,5
High Blood Pressure,Cozaar,1,71
Birth Control,Ethinyl estradiol / norgestimate,7,2
High Blood Pressure,Amlodipine,8,75
Depression,Lexapro,10,51
Depression,Viibryd,10,56
High Blood Pressure,Lisinopril,8,44
Birth Control,Levora,8,6
Birth Control,ParaGard,1,3
Birth Control,Drospirenone / ethinyl estradiol,2,2
Birth Control,Ethinyl estradiol / norgestimate,8,22
Depression,Fluoxetine,10,72
Birth Control,Jolessa,7,3
Depression,Sertraline,8,2
Birth Control,Medroxyprogesterone,2,4
Birth Control,Implanon,4,4
"Diabetes, Type 2",Victoza,10,56
Depression,Fluoxetine,7,30
Depression,Lexapro,2,24
Birth Control,Depo-Provera,8,2
Birth Control,Ethinyl estradiol / norethindrone,10,6
Birth Control,Ethinyl estradiol / norgestimate,10,8
Birth Control,Desogestrel / ethinyl estradiol,1,3
Birth Control,Lo Loestrin Fe,8,8
Depression,Venlafaxine,1,43
Birth Control,Nexplanon,2,6
Birth Control,Ethinyl estradiol / norethindrone,5,5
Depression,Prozac,6,24
Birth Control,Levonorgestrel,3,3
Birth Control,Ethinyl estradiol / norethindrone,1,6
Birth Control,Junel Fe 1 / 20,8,1
High Blood Pressure,Lisinopril,1,16
High Blood Pressure,Hydrochlorothiazide / olmesartan,10,43
"Diabetes, Type 2",Alogliptin,1,6
Birth Control,Mirena,7,2
Birth Control,Xulane,10,3
Birth Control,NuvaRing,7,3
Birth Control,Ethinyl estradiol / norgestimate,8,5
"Diabetes, Type 2",Dulaglutide,1,18
Birth Control,ParaGard,4,1
Depression,Symbyax,8,38
Birth Control,Levonorgestrel,1,0
Birth Control,Drospirenone / ethinyl estradiol,9,6
Birth Control,Copper,8,9
Birth Control,Ethinyl estradiol / norgestrel,3,6
Depression,Nardil,9,26
Birth Control,Ethinyl estradiol / norelgestromin,9,28
Birth Control,Lo Loestrin Fe,9,2
Birth Control,Aubra,6,21
Birth Control,Ortho Evra,9,11
Birth Control,Levonorgestrel,3,0
Birth Control,Nexplanon,1,6
Birth Control,Ethinyl estradiol / etonogestrel,5,0
Depression,Zoloft,1,33
Birth Control,Aubra,1,2
Birth Control,Ethinyl estradiol / norethindrone,7,9
Birth Control,Copper,4,20
Birth Control,Nexplanon,1,2
Depression,Quetiapine,1,33
Birth Control,Implanon,8,27
Birth Control,Safyral,1,5
Depression,Nardil,8,62
Depression,Levomilnacipran,7,74
Birth Control,Quasense,2,17
Birth Control,Aubra,5,2
Birth Control,Etonogestrel,2,1
"Diabetes, Type 2",Actos,10,23
Birth Control,Levonorgestrel,8,4
"Diabetes, Type 2",Exenatide,9,105
Birth Control,Ethinyl estradiol / levonorgestrel,6,3
Birth Control,Medroxyprogesterone,1,0
Birth Control,Drospirenone / ethinyl estradiol,1,2
Birth Control,NuvaRing,10,10
Depression,Pristiq,8,7
Birth Control,Ortho Tri-Cyclen Lo,3,10
Birth Control,Ortho Tri-Cyclen Lo,10,17
Birth Control,Taytulla,10,16
Depression,Bupropion,4,45
Birth Control,Ethinyl estradiol / etonogestrel,9,4
Birth Control,Ethinyl estradiol / levonorgestrel,9,6
Birth Control,Nexplanon,9,7
Birth Control,Ethinyl estradiol / norethindrone,3,13
Birth Control,Ethinyl estradiol / norgestimate,6,1
Birth Control,Ethinyl estradiol / levonorgestrel,3,13
Depression,Lisdexamfetamine,10,1
Birth Control,Yasmin,4,7
Birth Control,Nexplanon,7,4
Depression,Seroquel XR,10,94
Birth Control,Levonorgestrel,4,3
Birth Control,Microgestin Fe 1 / 20,1,5
Birth Control,Yaz,9,3
Birth Control,ParaGard,8,2
Depression,Citalopram,10,155
Birth Control,Implanon,2,2
Birth Control,Implanon,10,7
Birth Control,Ethinyl estradiol / norethindrone,7,7
Birth Control,Junel Fe 1 / 20,10,11
Birth Control,Ethinyl estradiol / norethindrone,9,12
Birth Control,Levonorgestrel,10,6
High Blood Pressure,Hyzaar,9,79
Birth Control,Nexplanon,2,10
Depression,Venlafaxine,4,8
Birth Control,Ethinyl estradiol / norgestimate,10,18
"Diabetes, Type 2",Insulin detemir,1,3
Birth Control,Sprintec,2,7
Birth Control,Levonorgestrel,9,1
Birth Control,Tri-Sprintec,10,16
Depression,Quetiapine,9,60
Birth Control,Nexplanon,1,5
Depression,Desvenlafaxine,10,389
Birth Control,Orsythia,10,19
Birth Control,Ethinyl estradiol / norgestimate,2,4
Birth Control,Ethinyl estradiol / norgestimate,8,2
Depression,Luvox,9,60
Birth Control,Lutera,8,13
"Diabetes, Type 2",Afrezza,10,29
Depression,Wellbutrin,5,149
Birth Control,Depo-Provera,1,4
Birth Control,Nexplanon,10,6
Birth Control,NuvaRing,5,7
Birth Control,Copper,10,1
Depression,Cymbalta,10,39
Depression,Zoloft,10,96
Birth Control,NuvaRing,7,0
Birth Control,Ethinyl estradiol / norethindrone,9,0
Birth Control,Skyla,9,4
Depression,Pristiq,8,73
Birth Control,Ethinyl estradiol / norgestimate,6,6
Depression,Wellbutrin XL,9,22
Birth Control,Mirena,8,7
Depression,Armodafinil,9,36
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,8,10
Birth Control,Mirena,9,0
"Diabetes, Type 2",Byetta,4,3
Birth Control,Norethindrone,8,8
Depression,Escitalopram,9,82
"Diabetes, Type 2",Trulicity,1,24
Birth Control,Medroxyprogesterone,5,4
Birth Control,Ethinyl estradiol / norgestimate,3,0
Birth Control,Ethinyl estradiol / etonogestrel,2,4
Birth Control,Lo Loestrin Fe,1,3
Birth Control,Taytulla,8,0
Birth Control,Depo-Provera,1,3
"Diabetes, Type 2",Canagliflozin,6,35
Birth Control,Tri-Sprintec,10,14
Birth Control,Ethinyl estradiol / levonorgestrel,10,23
"Diabetes, Type 2",Victoza,3,40
Birth Control,Nexplanon,4,4
Birth Control,NuvaRing,10,11
Birth Control,Depo-Provera,8,60
Depression,Sertraline,10,179
Birth Control,Skyla,3,2
Depression,Vortioxetine,1,15
Birth Control,Skyla,10,7
Birth Control,Nexplanon,3,8
Birth Control,Ethinyl estradiol / levonorgestrel,10,15
Birth Control,Copper,1,7
Birth Control,Minastrin 24 Fe,6,10
Birth Control,Drospirenone / ethinyl estradiol,9,0
Birth Control,Etonogestrel,2,6
Birth Control,Mirena,9,19
"Diabetes, Type 2",Tanzeum,1,3
Birth Control,Nexplanon,10,29
Birth Control,Etonogestrel,10,9
Birth Control,Levonorgestrel,1,6
Birth Control,Ethinyl estradiol / norethindrone,8,69
Birth Control,Drospirenone / ethinyl estradiol,8,4
Depression,Sertraline,8,40
Depression,Venlafaxine,8,9
Depression,Lexapro,8,68
Birth Control,Etonogestrel,3,38
Birth Control,Levonorgestrel,9,0
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,Ethinyl estradiol / norethindrone,3,3
Depression,Bupropion,9,11
Depression,Sertraline,6,5
Birth Control,Etonogestrel,10,8
Birth Control,Etonogestrel,8,3
Depression,Escitalopram,9,25
Birth Control,Implanon,3,4
Birth Control,Mirena,10,8
Birth Control,NuvaRing,2,1
Birth Control,Copper,1,0
Birth Control,Levonorgestrel,8,8
Birth Control,Gildess Fe 1 / 20,3,6
Birth Control,Drospirenone / ethinyl estradiol,8,6
Birth Control,Etonogestrel,4,0
High Blood Pressure,Valsartan,10,5
Birth Control,Minastrin 24 Fe,8,13
"Diabetes, Type 2",Liraglutide,1,5
Depression,Trazodone,9,39
Birth Control,Lutera,10,14
Birth Control,Sronyx,7,6
Depression,Duloxetine,5,34
Birth Control,Ethinyl estradiol / norelgestromin,10,8
Birth Control,Nexplanon,2,5
Birth Control,Nexplanon,10,10
Birth Control,Sprintec,10,11
High Blood Pressure,Lisinopril,9,117
Birth Control,Kyleena,5,4
Birth Control,Medroxyprogesterone,4,16
Birth Control,Etonogestrel,4,0
Birth Control,Ethinyl estradiol / norethindrone,1,9
Depression,Wellbutrin SR,8,59
Birth Control,Levonorgestrel,8,6
Birth Control,Drospirenone / ethinyl estradiol,9,3
Birth Control,Nexplanon,6,2
Depression,Citalopram,8,15
Birth Control,Nexplanon,1,0
Birth Control,Ethinyl estradiol / norgestimate,10,9
Depression,Bupropion,4,0
Birth Control,Implanon,10,0
Birth Control,Orsythia,6,5
Birth Control,Lo / Ovral-28,9,9
Birth Control,Sprintec,8,2
Depression,Trintellix,8,113
Birth Control,Ortho Tri-Cyclen Lo,1,10
Depression,Duloxetine,10,87
Birth Control,Etonogestrel,6,3
Depression,Citalopram,10,78
Birth Control,Lo Loestrin Fe,10,46
Birth Control,Ethinyl estradiol / levonorgestrel,1,5
Birth Control,Nexplanon,5,8
Birth Control,Levonorgestrel,9,7
Birth Control,Estarylla,1,2
Depression,Duloxetine,10,58
Birth Control,Lo Loestrin Fe,1,6
Birth Control,Ethinyl estradiol / norethindrone,2,3
Depression,Fluoxetine,7,74
Depression,Wellbutrin XL,10,20
Depression,Trintellix,9,31
Birth Control,Levonorgestrel,7,4
Birth Control,Implanon,9,5
Depression,Desvenlafaxine,9,55
Depression,Bupropion,10,138
Depression,Fetzima,2,66
Birth Control,Nexplanon,9,6
"Diabetes, Type 2",Dulaglutide,1,29
High Blood Pressure,Benicar HCT,2,29
Birth Control,Etonogestrel,10,12
Birth Control,Etonogestrel,1,2
Birth Control,Levonorgestrel,7,9
Birth Control,Ethinyl estradiol / levonorgestrel,10,14
Birth Control,Ethinyl estradiol / norethindrone,2,7
Depression,Wellbutrin SR,10,136
Birth Control,Levonorgestrel,8,1
Birth Control,Apri,4,2
Birth Control,Nexplanon,2,16
Birth Control,Etonogestrel,1,5
Birth Control,Copper,3,3
Birth Control,Drospirenone / ethinyl estradiol,1,27
Birth Control,Aviane,7,4
Birth Control,Etonogestrel,7,3
Depression,Sertraline,7,228
"Diabetes, Type 2",Bydureon,1,14
Depression,Aripiprazole,6,28
Birth Control,Ethinyl estradiol / norethindrone,2,0
Birth Control,Yaz,1,5
Depression,Trazodone,5,1
Depression,Escitalopram,10,56
Birth Control,Medroxyprogesterone,10,4
Birth Control,Medroxyprogesterone,10,4
Depression,Desvenlafaxine,8,18
Birth Control,Norethindrone,3,2
Birth Control,Medroxyprogesterone,10,9
Depression,Paroxetine,9,64
Birth Control,Sprintec,4,1
Birth Control,Ethinyl estradiol / norethindrone,4,1
Birth Control,Etonogestrel,6,0
Birth Control,Junel Fe 1 / 20,8,1
Birth Control,Mononessa,5,3
Birth Control,Depo-Provera,2,0
Birth Control,Norethindrone,2,1
Birth Control,Levonorgestrel,10,3
Birth Control,Implanon,10,0
Birth Control,Junel Fe 1 / 20,3,1
Birth Control,ParaGard,1,7
Depression,Duloxetine,8,5
Birth Control,Medroxyprogesterone,6,10
Birth Control,Junel Fe 1 / 20,1,2
Birth Control,Junel Fe 1 / 20,1,5
Birth Control,Ethinyl estradiol / ethynodiol,6,2
Depression,Venlafaxine,1,30
Birth Control,Orsythia,9,18
Depression,Sertraline,6,99
Birth Control,Medroxyprogesterone,10,3
Birth Control,Ethinyl estradiol / norethindrone,1,10
Depression,Venlafaxine,7,21
Depression,Cymbalta,2,72
High Blood Pressure,Hydrochlorothiazide / telmisartan,8,14
Birth Control,Depo-Provera,5,8
"Diabetes, Type 2",Bydureon,8,9
Birth Control,Skyla,7,4
High Blood Pressure,Hydrochlorothiazide / irbesartan,10,6
Birth Control,ParaGard,1,2
Birth Control,Depo-Provera,10,13
"Diabetes, Type 2",Bydureon,1,7
Depression,Effexor XR,1,31
Birth Control,Chateal,6,6
"Diabetes, Type 2",Byetta,5,32
Birth Control,Ethinyl estradiol / norethindrone,1,2
Depression,Cymbalta,1,21
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,2,9
"Diabetes, Type 2",Metformin,6,0
Birth Control,Nexplanon,9,4
Birth Control,Levonorgestrel,10,4
Birth Control,Levora,5,3
Depression,Lexapro,9,27
Birth Control,Gianvi,9,0
Birth Control,Lo Loestrin Fe,8,3
Birth Control,Levonorgestrel,3,14
Birth Control,Ethinyl estradiol / levonorgestrel,1,5
Birth Control,Xulane,3,1
"Diabetes, Type 2",Toujeo,10,3
Birth Control,Ethinyl estradiol / norethindrone,2,2
Birth Control,Ethinyl estradiol / levonorgestrel,2,2
Birth Control,Lyza,9,22
Birth Control,Etonogestrel,7,0
Birth Control,Tri-Previfem,8,0
"Diabetes, Type 2",Liraglutide,9,17
Depression,S-adenosylmethionine,9,15
Birth Control,Ethinyl estradiol / norethindrone,2,30
Birth Control,Ethinyl estradiol / norethindrone,10,1
Depression,Paroxetine,1,3
Birth Control,Nexplanon,3,5
Birth Control,Ethinyl estradiol / levonorgestrel,9,15
Birth Control,Mononessa,8,2
High Blood Pressure,Losartan,1,18
Depression,Viibryd,5,31
Birth Control,Drospirenone / ethinyl estradiol,1,2
Birth Control,Xulane,8,2
Birth Control,Zovia,9,10
Birth Control,Zarah,9,31
High Blood Pressure,Hydrochlorothiazide / telmisartan,9,13
Birth Control,Kyleena,2,1
Birth Control,Levonorgestrel,2,1
Birth Control,Implanon,8,0
High Blood Pressure,Metoprolol,10,37
Birth Control,Etonogestrel,3,1
Birth Control,Ethinyl estradiol / norgestimate,4,5
Depression,Wellbutrin,8,48
Depression,Duloxetine,1,3
Birth Control,Etonogestrel,8,1
Birth Control,Ethinyl estradiol / norgestimate,10,17
Birth Control,Drospirenone / ethinyl estradiol,9,19
Depression,Fluoxetine,1,21
Birth Control,Ortho Tri-Cyclen Lo,4,17
Birth Control,Mirena,10,32
Birth Control,Ethinyl estradiol / levonorgestrel,2,0
Birth Control,Ethinyl estradiol / norgestimate,4,10
Birth Control,Jolivette,2,16
Birth Control,Microgestin Fe 1 / 20,6,2
Birth Control,Levonorgestrel,3,2
Birth Control,Xulane,4,1
Birth Control,Mononessa,9,18
Birth Control,Microgestin Fe 1 / 20,8,8
Birth Control,Etonogestrel,6,6
Depression,L-methylfolate,9,73
Birth Control,Etonogestrel,1,0
Depression,Desvenlafaxine,9,31
"Diabetes, Type 2",Invokana,3,28
Birth Control,Levonorgestrel,9,3
Birth Control,Nexplanon,3,1
"Diabetes, Type 2",Exenatide,9,18
Birth Control,Nexplanon,9,11
Birth Control,Nexplanon,10,9
Birth Control,Larin Fe 1 / 20,1,1
"Diabetes, Type 2",Metformin,8,21
Depression,Desvenlafaxine,2,22
Birth Control,Tri-Sprintec,6,1
Depression,Zoloft,7,131
Birth Control,Ethinyl estradiol / norgestimate,1,1
Birth Control,Ethinyl estradiol / levonorgestrel,7,0
Birth Control,Etonogestrel,3,0
Birth Control,Liletta,9,5
Birth Control,Liletta,10,2
Depression,Escitalopram,10,41
Birth Control,Aviane,8,5
Birth Control,Junel Fe 1 / 20,9,10
Birth Control,Ethinyl estradiol / etonogestrel,5,3
Birth Control,Reclipsen,4,20
Birth Control,Lo Loestrin Fe,9,4
"Diabetes, Type 2",Exenatide,10,30
Birth Control,Ethinyl estradiol / norethindrone,3,9
Birth Control,NuvaRing,9,2
Depression,Fluoxetine,9,12
Birth Control,Levonorgestrel,9,2
Birth Control,Ethinyl estradiol / norethindrone,5,2
"Diabetes, Type 2",Exenatide,9,26
Birth Control,Levonorgestrel,8,25
"Diabetes, Type 2",Liraglutide,9,10
Birth Control,Aviane,7,0
Birth Control,Viorele,3,6
